language,normalized_training_mixture_weight,training_mixture_weight_before_coverage_normalization,training_mixture_percent_before_coverage_normalization,raw_public_count,num_training_entries,groups,entry_ids,represented_training_mixture_weight,weight_semantics
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy 2025-10-10_01.Identify the inferior mesenteric artery and vein,0.0011723774337548023,0.001129110822190077,0.11291108221900771,15660,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,0.0011719311054613042,0.0011286809656507676,0.11286809656507676,621268,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Green). arm right: 1. right instrument: Tool #8 (Blue). do a cholecystectomy,0.0011510793531744178,0.0011085987476799344,0.11085987476799344,610214,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
Close down on the small intestine for hold. Keep position awaiting surgeon's counterpart grasp.,0.0011292657844104742,0.0010875902090874837,0.10875902090874837,15078,1,tud_tundra_ur5e,tud_tundra_ur5e:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Pink). do an inguinal hernia repair,0.0011145105029994969,0.0010733794716185476,0.10733794716185475,590828,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Coagulation of the utterine vessels,0.0011004326882989679,0.0010598211989381828,0.10598211989381828,14699,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Blue). arm right: 2. right instrument: Tool #9 (Green). do a prostatectomy,0.0010927118012239172,0.0010523852513479714,0.10523852513479715,579272,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Pink). arm right: 1. right instrument: Tool #9 (Orange). do a hysterectomy,0.0010857039977368735,0.001045636070982344,0.10456360709823441,575557,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Orange). arm right: 3. right instrument: Tool #2 (Blue). do a prostatectomy,0.0010849796379686298,0.0010449384437251701,0.10449384437251702,575173,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: mono_hook. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Identify the inferior mesenteric artery and vein,0.0010780482149469446,0.0010382628250023699,0.10382628250023698,14400,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: mono_hook. right tool: forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Dissection and staple of the mesocolon while separating it from the retroperitoneum,0.001070786362387927,0.0010312689712506176,0.10312689712506176,14303,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: bi_maryland_forceps. right tool: bi_maryland_forceps. aux tool: mono_round_scissors. The surgery process is a hysterectomy.Uterus neck dissection,0.001046605142010992,0.001007980159273134,0.10079801592731341,13980,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Identify the inferior mesenteric artery and vein,0.0010421132744487132,0.0010036540641689576,0.10036540641689576,13920,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Pink). arm right: 3. right instrument: Tool #9 (Blue). do a prostatectomy,0.0010257764313896605,0.0009879201326147486,0.09879201326147485,543788,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #1 (Orange). arm right: 1. right instrument: Tool #9 (Green). do a prostatectomy,0.0010220980419415487,0.0009843774941994126,0.09843774941994125,541838,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #12 (Cyan). arm right: 1. right instrument: Tool #9 (Pink). do a hysterectomy,0.0010198721447370503,0.000982233743773722,0.09822337437737219,540658,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Green). arm right: 3. right instrument: Tool #9 (Orange). do a prostatectomy,0.000997950829979867,0.0009611214355559681,0.09611214355559682,529037,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Blue). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,0.0009933669908214508,0.0009567067630691648,0.09567067630691647,526607,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #1 (Orange). arm right: 3. right instrument: Tool #9 (Pink). do a prostatectomy,0.0009581563152119863,0.0009227955381149787,0.09227955381149787,507941,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #0 (Green). arm right: 2. right instrument: Tool #2 (Orange). do an inguinal hernia repair,0.0009474965312267146,0.0009125291536610997,0.09125291536610997,502290,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #1 (Orange). arm right: 3. right instrument: Tool #9 (Green). do a prostatectomy,0.000945351747225431,0.0009104635229543116,0.09104635229543116,501153,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Green). arm right: 1. right instrument: Tool #8 (Pink). do a cholecystectomy,0.0009436728925542413,0.0009088466264467991,0.09088466264467991,500263,1,cmr_versius,cmr_versius:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
SingleKnot,0.0009246726544149189,0.0008905475924585822,0.08905475924585822,12354,1,obuda_dvrk,obuda_dvrk:10,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Blue). arm right: 2. right instrument: Tool #9 (Cyan). do an inguinal hernia repair,0.0009129366475965315,0.0008792447031957808,0.08792447031957809,483969,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #18 (Orange). arm right: 1. right instrument: Tool #9 (Cyan). do a hysterectomy,0.0009043197845201342,0.0008709458456156501,0.08709458456156502,479401,1,cmr_versius,cmr_versius:01,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
left tool: mono_hook. right tool: bi_maryland_forceps. aux tool: bi_maryland_forceps. The surgery process is a hemicolectomy.Create the first penetrating hole inside the colon for anastomosis,0.0008959778497559051,0.0008629117701130807,0.08629117701130806,11968,1,rob_surgical_bitrack,rob_surgical_bitrack:00,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 3. left instrument: Tool #18 (Green). arm right: 2. right instrument: Tool #9 (Blue). do a prostatectomy,0.0008785823765047301,0.0008461582771341911,0.0846158277134191,465757,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #2 (Green). arm right: 2. right instrument: Tool #2 (Pink). do an inguinal hernia repair,0.0008736306984015027,0.0008413893408058541,0.08413893408058541,463132,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 2. left instrument: Tool #0 (Cyan). arm right: 1. right instrument: Tool #2 (Orange). do an inguinal hernia repair,0.0008708766221993266,0.0008387369038384743,0.08387369038384743,461672,1,cmr_versius,cmr_versius:02,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
arm left: 1. left instrument: Tool #18 (Orange). arm right: 3. right instrument: Tool #9 (Pink). do a prostatectomy,0.0008390859055998247,0.0008081194242417263,0.08081194242417264,444819,1,cmr_versius,cmr_versius:03,0.9630949809174046,YAML group mix ratios normalized globally; language proportions estimated from mapped current-public rows within each represented group
